pressure,temperature,dewpoint,u_wind,v_wind,altitude
555.0,-2.44,-13.3,-43.37,-11.621,2136.2
554.9,-2.48,-13.3,-43.467,-11.647,2138.2
554.7,-2.51,-13.3,-43.857,-10.935,2140.1
554.6,-2.55,-13.3,-44.051,-10.983,2142.1
554.5,-2.58,-13.3,-44.148,-11.007,2144.0
554.3,-2.62,-13.2,-44.245,-11.032,2146.0
554.2,-2.65,-13.2,-44.245,-11.032,2148.0
554.1,-2.69,-13.2,-44.245,-11.032,2149.9
553.9,-2.72,-13.2,-44.245,-11.032,2151.9
553.8,-2.76,-13.2,-44.245,-11.032,2153.8
553.6,-2.79,-13.2,-44.245,-11.032,2155.8
553.5,-2.83,-13.2,-44.245,-11.032,2157.7
553.4,-2.87,-13.2,-44.245,-11.032,2159.7
553.2,-2.9,-13.2,-44.245,-11.032,2161.7
553.1,-2.93,-13.2,-44.245,-11.032,2163.6
553.0,-2.94,-13.2,-44.431,-10.258,2165.6
552.8,-2.95,-13.1,-44.431,-10.258,2167.5
552.7,-2.96,-13.2,-44.431,-10.258,2169.5
552.5,-2.97,-13.2,-44.431,-10.258,2171.4
552.4,-2.98,-13.3,-44.431,-10.258,2173.4
552.3,-2.99,-13.3,-44.431,-10.258,2175.4
552.1,-3.0,-13.4,-44.529,-10.28,2177.3
552.0,-3.01,-13.4,-44.529,-10.28,2179.3
551.9,-3.02,-13.4,-44.529,-10.28,2181.2
551.7,-3.03,-13.5,-44.529,-10.28,2183.2
551.5,-3.04,-13.5,-44.529,-10.28,2185.1
551.4,-3.05,-13.6,-44.529,-10.28,2187.1
551.2,-3.06,-13.6,-44.529,-10.28,2189.1
551.0,-3.07,-13.7,-44.529,-10.28,2191.8
550.9,-3.08,-13.7,-44.529,-10.28,2195.4
550.6,-3.08,-13.8,-44.529,-10.28,2198.9
550.4,-3.08,-13.8,-44.529,-10.28,2202.5
550.1,-3.09,-13.8,-44.529,-10.28,2206.0
549.9,-3.09,-13.9,-44.529,-10.28,2209.6
549.6,-3.09,-13.9,-44.529,-10.28,2213.1
549.4,-3.09,-14.0,-44.529,-10.28,2216.7
549.2,-3.09,-14.0,-44.529,-10.28,2220.3
548.9,-3.1,-14.1,-44.529,-10.28,2223.8
548.7,-3.1,-14.1,-44.529,-10.28,2227.4
548.4,-3.1,-14.2,-44.529,-10.28,2230.9
548.2,-3.1,-14.3,-44.431,-10.258,2234.5
547.9,-3.1,-14.3,-44.431,-10.258,2238.0
547.7,-3.1,-14.4,-44.431,-10.258,2241.6
547.4,-3.11,-14.5,-44.431,-10.258,2245.1
547.2,-3.11,-14.5,-44.431,-10.258,2248.7
546.9,-3.11,-14.6,-44.245,-11.032,2252.3
546.7,-3.13,-14.7,-44.245,-11.032,2255.8
546.5,-3.15,-14.8,-44.245,-11.032,2259.4
546.2,-3.18,-14.8,-44.245,-11.032,2262.9
546.0,-3.2,-14.9,-44.245,-11.032,2266.5
545.7,-3.22,-15.0,-44.148,-11.007,2270.0
545.5,-3.24,-15.1,-44.051,-10.983,2273.6
545.2,-3.26,-15.2,-43.954,-10.959,2277.1
545.0,-3.29,-15.2,-43.857,-10.935,2280.7
544.7,-3.31,-15.2,-43.857,-10.935,2284.2
544.5,-3.33,-15.3,-43.76,-10.911,2287.8
544.2,-3.35,-15.3,-43.663,-10.886,2291.4
544.0,-3.37,-15.3,-43.566,-10.862,2294.9
543.7,-3.4,-15.3,-43.469,-10.838,2298.5
543.5,-3.42,-15.4,-43.372,-10.814,2302.6
543.2,-3.44,-15.4,-43.372,-10.814,2307.1
542.9,-3.47,-15.4,-43.275,-10.79,2311.6
542.6,-3.51,-15.5,-43.359,-10.01,2316.1
542.2,-3.56,-15.5,-43.262,-9.988,2320.6
541.9,-3.6,-15.6,-43.165,-9.965,2325.0
541.6,-3.65,-15.6,-43.067,-9.943,2329.5
541.3,-3.69,-15.6,-43.067,-9.943,2334.0
541.0,-3.73,-15.7,-42.97,-9.92,2338.5
540.7,-3.78,-15.7,-42.872,-9.898,2343.0
540.4,-3.82,-15.8,-42.677,-9.853,2347.5
540.1,-3.87,-15.8,-42.58,-9.83,2352.0
539.8,-3.91,-15.9,-42.483,-9.808,2356.5
539.5,-3.95,-15.9,-42.385,-9.785,2360.9
539.2,-4.0,-15.9,-42.288,-9.763,2365.4
538.9,-4.04,-16.0,-42.093,-9.718,2369.9
538.6,-4.08,-16.0,-41.995,-9.695,2374.4
538.3,-4.13,-16.0,-41.898,-9.673,2378.9
538.0,-4.17,-16.1,-41.8,-9.65,2383.4
537.6,-4.2,-16.1,-41.703,-9.628,2387.9
537.3,-4.24,-16.1,-41.606,-9.605,2392.4
537.0,-4.28,-16.2,-41.411,-9.56,2396.9
536.7,-4.32,-16.2,-41.313,-9.538,2401.3
536.4,-4.36,-16.2,-41.216,-9.515,2405.8
536.1,-4.4,-16.2,-41.118,-9.493,2410.3
535.8,-4.44,-16.3,-41.18,-8.753,2414.8
535.5,-4.48,-16.3,-41.082,-8.732,2419.3
535.2,-4.52,-16.3,-40.887,-8.691,2423.8
534.9,-4.56,-16.4,-40.789,-8.67,2428.3
534.6,-4.6,-16.4,-40.691,-8.649,2432.8
534.3,-4.64,-16.4,-40.593,-8.628,2437.3
534.0,-4.68,-16.4,-40.495,-8.608,2441.7
533.7,-4.72,-16.4,-40.397,-8.587,2446.2
533.4,-4.75,-16.4,-40.202,-8.545,2450.7
533.1,-4.79,-16.4,-40.104,-8.524,2455.2
532.8,-4.83,-16.4,-40.006,-8.504,2459.5
532.5,-4.87,-16.5,-39.908,-8.483,2463.9
532.2,-4.91,-16.5,-39.811,-8.462,2468.3
531.9,-4.95,-16.5,-39.713,-8.441,2472.6
531.6,-4.99,-16.5,-39.615,-8.42,2477.0
531.3,-5.03,-16.5,-39.419,-8.379,2481.4
531.0,-5.07,-16.5,-39.461,-7.671,2485.7
530.7,-5.1,-16.5,-39.363,-7.651,2490.1
530.4,-5.14,-16.5,-39.265,-7.632,2494.5
530.1,-5.18,-16.5,-39.167,-7.613,2498.8
529.8,-5.22,-16.5,-39.069,-7.594,2503.2
529.5,-5.26,-16.5,-38.872,-7.556,2507.5
529.2,-5.3,-16.5,-38.774,-7.537,2511.9
529.0,-5.34,-16.5,-38.676,-7.518,2516.3
528.7,-5.38,-16.5,-38.578,-7.499,2520.6
528.4,-5.42,-16.4,-38.48,-7.48,2525.0
528.1,-5.46,-16.4,-38.382,-7.461,2529.4
527.8,-5.5,-16.3,-38.283,-7.442,2533.7
527.5,-5.54,-16.2,-38.283,-7.442,2538.1
527.2,-5.58,-16.2,-38.283,-7.442,2542.5
526.9,-5.62,-16.1,-38.283,-7.442,2546.8
526.6,-5.66,-16.1,-38.283,-7.442,2551.2
526.3,-5.7,-16.0,-38.283,-7.442,2555.6
526.0,-5.74,-16.0,-38.283,-7.442,2559.9
525.7,-5.78,-15.9,-38.185,-7.422,2564.3
525.4,-5.82,-15.9,-38.185,-7.422,2568.7
525.1,-5.86,-15.8,-38.309,-6.755,2573.0
524.8,-5.9,-15.8,-38.309,-6.755,2577.4
524.6,-5.94,-15.7,-38.309,-6.755,2581.8
524.3,-5.98,-15.7,-38.309,-6.755,2586.2
524.0,-6.01,-15.6,-38.309,-6.755,2590.7
523.7,-6.05,-15.6,-38.211,-6.738,2595.1
523.4,-6.08,-15.6,-38.211,-6.738,2599.5
523.1,-6.12,-15.6,-38.211,-6.738,2603.9
522.8,-6.15,-15.6,-38.211,-6.738,2608.3
522.5,-6.19,-15.6,-38.211,-6.738,2612.7
522.2,-6.22,-15.6,-38.211,-6.738,2617.1
521.9,-6.26,-15.5,-38.211,-6.738,2621.5
521.6,-6.3,-15.5,-38.211,-6.738,2625.9
521.3,-6.33,-15.5,-38.211,-6.738,2630.3
521.0,-6.37,-15.5,-38.112,-6.72,2634.7
520.7,-6.4,-15.5,-38.112,-6.72,2639.1
520.4,-6.44,-15.5,-38.112,-6.72,2643.5
520.1,-6.47,-15.5,-37.989,-7.384,2647.9
519.9,-6.51,-15.5,-37.989,-7.384,2652.3
519.6,-6.54,-15.5,-37.989,-7.384,2656.7
519.3,-6.58,-15.5,-37.989,-7.384,2661.2
519.0,-6.62,-15.5,-37.989,-7.384,2665.6
518.7,-6.66,-15.5,-37.989,-7.384,2670.0
518.4,-6.71,-15.5,-37.989,-7.384,2674.4
518.1,-6.75,-15.5,-37.989,-7.384,2678.8
517.8,-6.79,-15.5,-37.989,-7.384,2683.2
517.5,-6.83,-15.5,-37.854,-8.046,2687.6
517.2,-6.88,-15.5,-37.854,-8.046,2692.0
516.9,-6.92,-15.5,-37.854,-8.046,2696.4
516.6,-6.96,-15.5,-37.854,-8.046,2700.8
516.3,-7.0,-15.5,-37.854,-8.046,2705.2
516.0,-7.04,-15.5,-37.854,-8.046,2709.6
515.7,-7.09,-15.5,-37.756,-8.025,2714.0
515.4,-7.13,-15.5,-37.659,-8.005,2718.4
515.1,-7.17,-15.5,-37.659,-8.005,2723.3
514.8,-7.21,-15.5,-37.561,-7.984,2728.3
514.5,-7.26,-15.5,-37.463,-7.963,2733.3
514.2,-7.3,-15.5,-37.221,-8.593,2738.2
513.8,-7.35,-15.5,-37.221,-8.593,2743.2
513.5,-7.39,-15.5,-37.123,-8.571,2748.1
513.2,-7.44,-15.6,-37.026,-8.548,2753.1
512.9,-7.48,-15.6,-36.929,-8.526,2758.1
512.5,-7.53,-15.6,-36.929,-8.526,2763.0
512.2,-7.57,-15.6,-36.831,-8.503,2768.0
511.9,-7.62,-15.6,-36.734,-8.481,2773.0
511.6,-7.67,-15.6,-36.636,-8.458,2777.9
511.2,-7.71,-15.6,-36.636,-8.458,2782.9
510.9,-7.76,-15.6,-36.539,-8.436,2787.8
510.6,-7.8,-15.6,-36.289,-9.048,2792.8
510.3,-7.85,-15.6,-36.192,-9.024,2797.8
509.9,-7.89,-15.6,-36.192,-9.024,2802.7
509.6,-7.94,-15.6,-36.095,-8.999,2807.7
509.3,-7.99,-15.6,-35.998,-8.975,2812.7
509.0,-8.04,-15.7,-35.998,-8.975,2817.6
508.6,-8.09,-15.7,-35.998,-8.975,2822.6
508.3,-8.14,-15.7,-35.998,-8.975,2827.5
508.0,-8.19,-15.7,-35.998,-8.975,2832.5
507.7,-8.24,-15.7,-36.095,-8.999,2837.5
507.3,-8.29,-15.7,-36.095,-8.999,2842.4
507.0,-8.34,-15.7,-35.932,-9.628,2847.4
506.7,-8.39,-15.7,-35.932,-9.628,2852.4
506.3,-8.44,-15.8,-35.932,-9.628,2857.3
506.0,-8.49,-15.8,-35.932,-9.628,2862.3
505.7,-8.54,-15.8,-35.932,-9.628,2867.5
505.3,-8.6,-15.8,-36.029,-9.654,2873.0
505.0,-8.65,-15.8,-36.029,-9.654,2878.5
504.6,-8.7,-15.8,-36.029,-9.654,2884.0
504.3,-8.75,-15.8,-36.029,-9.654,2889.4
503.9,-8.8,-15.9,-36.029,-9.654,2894.9
503.6,-8.85,-15.9,-35.855,-10.281,2900.4
503.2,-8.9,-15.9,-35.855,-10.281,2905.9
502.9,-8.95,-15.9,-35.951,-10.309,2911.3
502.5,-9.0,-15.9,-35.951,-10.309,2916.8
502.1,-9.06,-15.9,-35.951,-10.309,2922.3
501.8,-9.11,-15.9,-35.951,-10.309,2927.7
501.4,-9.16,-16.0,-35.951,-10.309,2933.2
501.1,-9.21,-16.0,-35.951,-10.309,2938.7
500.7,-9.26,-16.0,-35.951,-10.309,2944.2
500.4,-9.31,-16.0,-36.126,-9.68,2949.6
500.0,-9.36,-16.0,-36.126,-9.68,2955.1
499.7,-9.42,-16.0,-36.126,-9.68,2960.6
499.3,-9.47,-16.1,-36.126,-9.68,2966.1
499.0,-9.52,-16.1,-36.126,-9.68,2971.5
498.6,-9.57,-16.1,-36.126,-9.68,2977.0
498.3,-9.62,-16.1,-36.126,-9.68,2982.5
497.9,-9.67,-16.1,-36.126,-9.68,2987.9
497.6,-9.72,-16.1,-36.126,-9.68,2993.4
497.2,-9.77,-16.1,-36.126,-9.68,2998.9
496.9,-9.82,-16.2,-36.289,-9.048,3004.4
496.5,-9.87,-16.2,-36.289,-9.048,3009.8
496.1,-9.92,-16.2,-36.289,-9.048,3015.3
495.8,-9.97,-16.2,-36.289,-9.048,3020.8
495.4,-10.02,-15.6,-36.289,-9.048,3026.3
495.1,-10.07,-15.6,-36.289,-9.048,3031.8
494.7,-10.12,-15.7,-36.289,-9.048,3037.4
494.4,-10.17,-15.7,-36.289,-9.048,3043.0
494.0,-10.22,-15.7,-36.289,-9.048,3048.6
493.7,-10.27,-15.7,-36.386,-9.072,3054.2
493.3,-10.32,-15.8,-36.386,-9.072,3059.8
492.9,-10.37,-15.8,-36.386,-9.072,3065.4
492.6,-10.42,-15.8,-36.386,-9.072,3071.0
492.2,-10.47,-15.8,-36.386,-9.072,3076.6
491.9,-10.52,-15.9,-36.386,-9.072,3082.2
491.5,-10.58,-15.9,-36.483,-9.096,3087.8
491.2,-10.63,-15.9,-36.483,-9.096,3093.4
490.8,-10.69,-16.0,-36.319,-9.732,3099.0
490.4,-10.74,-16.0,-36.319,-9.732,3104.6
490.1,-10.79,-16.0,-36.319,-9.732,3110.2
489.7,-10.85,-16.1,-36.415,-9.757,3115.8
489.4,-10.9,-16.1,-36.415,-9.757,3121.5
489.0,-10.95,-16.1,-36.415,-9.757,3127.1
488.7,-11.01,-16.1,-36.415,-9.757,3132.7
488.3,-11.06,-16.2,-36.415,-9.757,3138.3
487.9,-11.11,-16.2,-36.415,-9.757,3143.9
487.6,-11.17,-16.2,-36.415,-9.757,3149.5
487.2,-11.22,-16.3,-36.319,-9.732,3155.1
486.9,-11.28,-16.3,-36.319,-9.732,3160.7
486.5,-11.32,-16.3,-36.222,-9.706,3166.3
486.2,-11.37,-16.3,-36.222,-9.706,3171.9
485.8,-11.42,-16.4,-36.126,-9.68,3177.5
485.5,-11.47,-16.4,-36.029,-9.654,3183.1
485.1,-11.52,-16.4,-36.029,-9.654,3188.7
484.7,-11.57,-16.4,-35.932,-9.628,3194.3
484.4,-11.62,-16.5,-35.932,-9.628,3199.9
484.0,-11.67,-16.5,-35.836,-9.602,3205.7
483.7,-11.72,-16.5,-35.836,-9.602,3211.4
483.3,-11.76,-16.5,-35.739,-9.576,3217.2
482.9,-11.81,-16.6,-35.643,-9.55,3222.9
482.6,-11.86,-16.6,-35.643,-9.55,3228.7
482.2,-11.91,-16.6,-35.546,-9.525,3234.5
481.9,-11.96,-16.6,-35.546,-9.525,3240.2
481.5,-12.01,-16.6,-35.449,-9.499,3246.0
481.1,-12.06,-16.7,-35.353,-9.473,3251.7
480.8,-12.11,-16.7,-35.353,-9.473,3257.5
480.4,-12.16,-16.7,-35.353,-9.473,3263.3
480.1,-12.21,-16.7,-35.353,-9.473,3269.0
479.7,-12.26,-16.8,-35.449,-9.499,3274.8
479.3,-12.32,-16.8,-35.449,-9.499,3280.5
479.0,-12.37,-16.8,-35.546,-9.525,3286.3
478.6,-12.42,-16.8,-35.707,-8.903,3292.1
478.2,-12.47,-16.9,-35.804,-8.927,3297.8
477.9,-12.52,-16.9,-35.901,-8.951,3303.6
477.5,-12.57,-16.9,-35.901,-8.951,3309.4
477.2,-12.62,-16.9,-35.998,-8.975,3315.1
476.8,-12.68,-16.9,-36.149,-8.346,3320.9
476.5,-12.73,-17.0,-36.247,-8.368,3326.6
476.1,-12.78,-17.0,-36.344,-8.391,3332.4
475.7,-12.83,-17.0,-36.344,-8.391,3338.2
475.4,-12.88,-17.1,-36.441,-8.413,3343.9
475.0,-12.93,-17.1,-36.681,-7.797,3349.7
474.7,-12.97,-17.1,-36.681,-7.797,3355.4
474.3,-13.02,-17.2,-36.778,-7.817,3361.2
473.9,-13.06,-17.2,-36.876,-7.838,3367.0
473.6,-13.11,-17.3,-36.876,-7.838,3372.7
473.2,-13.15,-17.3,-36.974,-7.859,3378.6
472.8,-13.2,-17.4,-37.106,-7.213,3385.0
472.4,-13.24,-17.4,-37.204,-7.232,3391.3
472.0,-13.29,-17.4,-37.204,-7.232,3397.6
471.6,-13.33,-17.5,-37.204,-7.232,3404.0
471.3,-13.38,-17.5,-37.204,-7.232,3410.3
470.9,-13.42,-17.6,-37.324,-6.581,3416.6
470.5,-13.47,-17.6,-37.324,-6.581,3422.9
470.1,-13.51,-17.6,-37.423,-6.599,3429.3
469.7,-13.56,-17.7,-37.423,-6.599,3435.6
469.3,-13.6,-17.7,-37.423,-6.599,3441.9
468.9,-13.65,-17.8,-37.423,-6.599,3448.2
468.5,-13.7,-17.8,-37.532,-5.945,3454.6
468.1,-13.74,-17.8,-37.532,-5.945,3460.9
467.7,-13.79,-17.9,-37.631,-5.96,3467.2
467.4,-13.84,-17.9,-37.631,-5.96,3473.5
467.0,-13.89,-18.0,-37.631,-5.96,3479.9
466.6,-13.93,-18.0,-37.729,-5.302,3486.2
466.2,-13.98,-18.0,-37.828,-5.316,3492.5
465.8,-14.03,-18.1,-37.828,-5.316,3498.9
465.4,-14.07,-18.1,-37.828,-5.316,3505.2
465.0,-14.12,-18.1,-37.828,-5.316,3511.5
464.6,-14.17,-18.2,-37.927,-5.33,3517.8
464.3,-14.21,-18.2,-38.026,-5.344,3524.2
463.9,-14.26,-18.2,-38.213,-4.692,3530.5
463.5,-14.31,-18.3,-38.312,-4.704,3536.8
463.1,-14.36,-18.3,-38.412,-4.716,3543.1
462.7,-14.4,-18.3,-38.511,-4.729,3549.5
462.3,-14.44,-18.4,-38.511,-4.729,3555.8
461.9,-14.48,-18.4,-38.61,-4.741,3562.1
461.6,-14.52,-18.5,-38.709,-4.753,3568.4
461.2,-14.56,-18.5,-38.809,-4.765,3574.8
460.8,-14.6,-18.6,-38.908,-4.777,3581.2
460.4,-14.64,-18.7,-39.007,-4.789,3587.7
460.0,-14.68,-18.7,-39.106,-4.802,3594.1
459.6,-14.72,-18.8,-39.206,-4.814,3600.6
459.2,-14.76,-18.9,-39.383,-4.139,3607.0
458.8,-14.8,-18.9,-39.483,-4.15,3613.4
458.4,-14.84,-19.0,-39.582,-4.16,3619.9
458.1,-14.88,-19.1,-39.681,-4.171,3626.3
457.7,-14.92,-19.2,-39.681,-4.171,3632.8
457.3,-14.96,-19.2,-39.781,-4.181,3639.2
456.9,-15.0,-19.3,-39.88,-4.192,3645.6
456.5,-15.03,-19.4,-39.88,-4.192,3652.1
456.1,-15.07,-19.4,-39.98,-4.202,3658.5
455.7,-15.1,-19.5,-39.98,-4.202,3664.9
455.3,-15.14,-19.6,-39.98,-4.202,3671.4
455.0,-15.17,-19.6,-39.98,-4.202,3677.8
454.6,-15.21,-19.7,-40.079,-4.212,3684.3
454.2,-15.24,-19.8,-40.079,-4.212,3690.7
453.8,-15.28,-19.8,-40.147,-3.512,3697.1
453.4,-15.31,-19.9,-40.147,-3.512,3703.6
453.0,-15.35,-20.0,-40.246,-3.521,3710.0
452.6,-15.38,-20.0,-40.246,-3.521,3716.5
452.2,-15.42,-20.1,-40.246,-3.521,3722.9
451.9,-15.45,-20.2,-40.246,-3.521,3729.3
451.5,-15.49,-20.3,-40.346,-3.53,3735.8
451.1,-15.52,-20.3,-40.346,-3.53,3742.2
450.7,-15.56,-20.4,-40.346,-3.53,3748.6
450.3,-15.6,-20.5,-40.346,-3.53,3755.1
449.9,-15.64,-20.6,-40.446,-3.539,3761.5
449.6,-15.69,-20.6,-40.446,-3.539,3768.0
449.2,-15.73,-20.7,-40.446,-3.539,3774.2
448.8,-15.78,-20.8,-40.446,-3.539,3780.4
448.5,-15.83,-20.9,-40.346,-3.53,3786.5
448.1,-15.87,-21.0,-40.346,-3.53,3792.7
447.7,-15.92,-21.0,-40.246,-3.521,3798.9
447.4,-15.96,-21.0,-40.246,-3.521,3805.1
447.0,-16.01,-21.0,-40.147,-3.512,3811.3
446.6,-16.05,-21.0,-40.047,-3.504,3817.4
446.3,-16.1,-21.0,-40.047,-3.504,3823.6
445.9,-16.15,-21.0,-39.947,-3.495,3829.8
445.5,-16.19,-21.0,-39.947,-3.495,3836.0
445.2,-16.24,-21.0,-39.848,-3.486,3842.1
444.8,-16.28,-21.0,-39.848,-3.486,3848.3
444.4,-16.33,-21.0,-39.748,-3.478,3854.5
444.1,-16.38,-21.0,-39.649,-3.469,3860.7
443.7,-16.42,-21.0,-39.649,-3.469,3866.9
443.3,-16.47,-21.0,-39.549,-3.46,3873.0
443.0,-16.52,-21.0,-39.549,-3.46,3879.2
442.6,-16.57,-21.0,-39.449,-3.451,3885.4
442.3,-16.61,-21.0,-39.449,-3.451,3891.6
441.9,-16.66,-21.0,-39.35,-3.443,3897.7
441.5,-16.71,-21.0,-39.25,-3.434,3903.9
441.2,-16.75,-21.0,-39.15,-3.425,3910.1
440.8,-16.8,-21.0,-39.105,-2.734,3916.3
440.4,-16.85,-21.0,-39.005,-2.727,3922.5
440.1,-16.9,-21.0,-38.805,-2.714,3928.6
439.7,-16.94,-21.0,-38.705,-2.707,3934.8
439.4,-16.99,-21.1,-38.606,-2.7,3941.0
439.0,-17.04,-21.1,-38.506,-2.693,3947.2
438.6,-17.09,-21.1,-38.306,-2.679,3953.3
438.3,-17.13,-21.1,-38.207,-2.672,3959.3
438.0,-17.17,-21.1,-38.107,-2.665,3964.8
437.7,-17.21,-21.1,-38.007,-2.658,3970.3
437.3,-17.25,-21.1,-37.808,-2.644,3975.8
437.0,-17.29,-21.1,-37.708,-2.637,3981.3
436.7,-17.33,-21.1,-37.648,-1.973,3986.7
436.4,-17.37,-21.1,-37.548,-1.968,3992.2
436.1,-17.42,-21.2,-37.449,-1.963,3997.7
435.7,-17.46,-21.2,-37.249,-1.952,4003.2
435.4,-17.5,-21.2,-37.149,-1.947,4008.7
435.1,-17.54,-21.2,-37.049,-1.942,4014.2
434.8,-17.58,-21.3,-36.949,-1.936,4019.6
434.5,-17.62,-21.3,-36.849,-1.931,4025.1
434.1,-17.66,-21.4,-36.75,-1.926,4030.6
433.8,-17.7,-21.4,-36.65,-1.921,4036.1
433.5,-17.74,-21.5,-36.55,-1.915,4041.6
433.2,-17.78,-21.5,-36.478,-1.274,4047.1
432.9,-17.82,-21.6,-36.378,-1.27,4052.5
432.6,-17.85,-21.6,-36.378,-1.27,4058.0
432.2,-17.89,-21.7,-36.278,-1.267,4063.5
431.9,-17.93,-21.7,-36.178,-1.263,4069.0
431.6,-17.96,-21.8,-36.078,-1.26,4074.5
431.3,-18.0,-21.8,-35.978,-1.256,4080.0
431.0,-18.03,-21.9,-35.878,-1.253,4085.4
430.7,-18.07,-21.9,-35.778,-1.249,4090.9
430.3,-18.11,-22.0,-35.778,-1.249,4096.4
430.0,-18.14,-22.0,-35.678,-1.246,4101.9
429.7,-18.18,-22.1,-35.595,-0.621,4107.4
429.4,-18.21,-22.1,-35.495,-0.62,4112.9
429.1,-18.25,-22.2,-35.395,-0.618,4118.3
428.8,-18.29,-22.2,-35.295,-0.616,4123.8
428.5,-18.32,-22.2,-35.295,-0.616,4128.8
428.2,-18.35,-22.3,-35.195,-0.614,4133.7
427.9,-18.38,-22.3,-35.295,-0.616,4138.5
427.7,-18.41,-22.4,-35.395,-0.618,4143.4
427.4,-18.44,-22.4,-35.495,-0.62,4148.2
427.1,-18.47,-22.4,-35.595,-0.621,4153.1
426.8,-18.51,-22.5,-35.695,-0.623,4158.0
426.5,-18.54,-22.5,-35.795,-0.625,4162.8
426.3,-18.57,-22.5,-35.895,-0.627,4167.7
426.0,-18.6,-22.6,-35.895,-0.627,4172.5
425.7,-18.63,-22.6,-35.995,-0.628,4177.4
425.4,-18.66,-22.7,-36.095,-0.63,4182.2
425.2,-18.69,-22.7,-36.194,-0.632,4187.1
424.9,-18.72,-22.7,-36.278,-1.267,4192.0
424.6,-18.75,-22.8,-36.378,-1.27,4196.8
424.3,-18.78,-22.8,-36.478,-1.274,4201.7
424.1,-18.81,-22.8,-36.578,-1.277,4206.5
423.8,-18.83,-22.9,-36.678,-1.281,4211.4
423.5,-18.86,-22.9,-36.778,-1.284,4216.2
423.2,-18.88,-22.9,-36.878,-1.288,4221.1
423.0,-18.9,-22.9,-36.977,-1.291,4226.0
422.7,-18.92,-22.9,-37.077,-1.295,4230.8
422.4,-18.94,-23.0,-37.077,-1.295,4235.7
422.1,-18.97,-23.0,-37.177,-1.298,4240.5
421.9,-18.99,-23.0,-37.277,-1.302,4245.4
421.6,-19.01,-23.0,-37.394,-0.653,4250.2
421.3,-19.03,-23.1,-37.394,-0.653,4255.1
421.0,-19.05,-23.1,-37.494,-0.654,4259.9
420.8,-19.08,-23.1,-37.594,-0.656,4264.8
420.5,-19.1,-23.1,-37.694,-0.658,4269.7
420.2,-19.12,-23.2,-37.794,-0.66,4274.4
420.0,-19.14,-23.2,-37.794,-0.66,4278.9
419.7,-19.16,-23.2,-37.894,-0.661,4283.3
419.5,-19.19,-23.2,-37.994,-0.663,4287.8
419.2,-19.21,-23.3,-38.094,-0.665,4292.3
419.0,-19.24,-23.3,-38.2,-0.0,4296.7
418.7,-19.26,-23.3,-38.2,-0.0,4301.2
418.5,-19.29,-23.4,-38.3,-0.0,4305.6
418.2,-19.31,-23.4,-38.4,-0.0,4310.1
418.0,-19.34,-23.4,-38.5,-0.0,4314.6
417.7,-19.36,-23.5,-38.6,-0.0,4319.0
417.5,-19.39,-23.5,-38.6,-0.0,4323.5
417.2,-19.41,-23.6,-38.7,-0.0,4328.0
417.0,-19.44,-23.6,-38.8,-0.0,4332.4
416.7,-19.47,-23.6,-38.8,-0.0,4336.9
416.5,-19.49,-23.7,-38.9,-0.0,4341.3
416.2,-19.52,-23.7,-38.9,-0.0,4345.8
416.0,-19.54,-23.7,-38.994,0.681,4350.3
415.7,-19.57,-23.8,-38.994,0.681,4354.7
415.5,-19.59,-23.8,-39.094,0.682,4359.2
415.2,-19.62,-23.8,-39.194,0.684,4363.6
415.0,-19.64,-23.9,-39.194,0.684,4368.1
414.7,-19.66,-23.9,-39.294,0.686,4372.6
414.5,-19.69,-24.0,-39.294,0.686,4377.0
414.2,-19.71,-24.0,-39.394,0.688,4381.5
414.0,-19.73,-24.1,-39.494,0.689,4386.0
413.7,-19.76,-24.1,-39.494,0.689,4390.4
413.5,-19.78,-24.1,-39.594,0.691,4394.9
413.2,-19.81,-24.2,-39.594,0.691,4399.3
413.0,-19.83,-24.2,-39.694,0.693,4403.8
412.7,-19.85,-24.3,-39.694,0.693,4408.3
412.5,-19.88,-24.3,-39.794,0.695,4412.7
412.2,-19.9,-24.4,-39.794,0.695,4417.2
412.0,-19.93,-24.4,-39.894,0.696,4421.7
411.7,-19.95,-24.4,-39.894,0.696,4426.2
411.5,-19.98,-24.5,-39.894,0.696,4430.7
411.2,-20.01,-24.5,-39.994,0.698,4435.2
411.0,-20.04,-24.6,-39.994,0.698,4439.7
410.7,-20.08,-24.6,-39.994,0.698,4444.2
410.5,-20.11,-24.7,-39.994,0.698,4448.7
410.2,-20.14,-24.7,-40.094,0.7,4453.2
410.0,-20.18,-24.8,-40.094,0.7,4457.7
409.7,-20.21,-24.8,-40.094,0.7,4462.2
409.5,-20.24,-24.9,-40.194,0.702,4466.7
409.2,-20.28,-24.9,-40.194,0.702,4471.2
409.0,-20.31,-25.0,-40.194,0.702,4475.7
408.7,-20.34,-25.0,-40.194,0.702,4480.2
408.5,-20.38,-25.1,-40.294,0.703,4484.7
408.3,-20.41,-25.1,-40.294,0.703,4489.2
408.0,-20.45,-25.2,-40.294,0.703,4493.7
407.8,-20.48,-25.2,-40.394,0.705,4498.2
407.5,-20.51,-25.3,-40.394,0.705,4502.7
407.3,-20.55,-25.3,-40.4,-0.0,4507.2
407.0,-20.58,-25.4,-40.5,-0.0,4511.7
406.8,-20.62,-25.4,-40.494,0.707,4516.2
406.5,-20.66,-25.5,-40.594,0.709,4520.7
