pressure,temperature,dewpoint,u_wind,v_wind,altitude
406.3,-20.69,-25.5,-40.694,0.71,4525.2
406.0,-20.73,-25.6,-40.694,0.71,4529.7
405.8,-20.76,-25.6,-40.794,0.712,4534.2
405.5,-20.8,-25.6,-40.894,0.714,4538.7
405.3,-20.84,-25.7,-40.894,0.714,4543.2
405.0,-20.87,-25.7,-40.994,0.716,4547.7
404.8,-20.91,-25.8,-40.994,0.716,4552.3
404.5,-20.94,-25.8,-41.094,0.717,4556.8
404.3,-20.98,-25.8,-41.194,0.719,4561.4
404.0,-21.02,-25.9,-41.194,0.719,4565.9
403.8,-21.05,-25.9,-41.294,0.721,4570.5
403.5,-21.09,-26.0,-41.394,0.723,4575.0
403.3,-21.12,-26.0,-41.394,0.723,4579.6
403.1,-21.16,-26.0,-41.494,0.724,4584.2
402.8,-21.2,-26.1,-41.494,0.724,4588.7
402.6,-21.23,-26.1,-41.594,0.726,4593.3
402.3,-21.27,-26.1,-41.694,0.728,4597.8
402.1,-21.3,-26.2,-41.794,0.73,4602.4
401.8,-21.34,-26.2,-41.894,0.731,4606.9
401.6,-21.38,-26.2,-42.094,0.735,4611.5
401.3,-21.41,-26.3,-42.294,0.738,4616.1
401.1,-21.45,-26.3,-42.394,0.74,4620.6
400.8,-21.48,-26.3,-42.594,0.743,4625.2
400.6,-21.52,-26.4,-42.793,0.747,4629.7
400.3,-21.56,-26.4,-42.893,0.749,4634.3
400.1,-21.59,-26.4,-43.093,0.752,4638.8
399.8,-21.63,-26.4,-43.193,0.754,4643.4
399.6,-21.67,-26.5,-43.393,0.757,4648.0
399.3,-21.7,-26.5,-43.593,0.761,4652.5
399.1,-21.74,-26.5,-43.693,0.763,4657.1
398.8,-21.77,-26.6,-43.893,0.766,4661.6
398.6,-21.81,-26.6,-44.093,0.77,4666.2
398.4,-21.84,-26.6,-44.193,0.771,4670.8
398.1,-21.88,-26.6,-44.393,0.775,4675.3
397.9,-21.92,-26.7,-44.593,0.778,4679.9
397.6,-21.95,-26.7,-44.693,0.78,4684.4
397.4,-21.99,-26.7,-44.893,0.784,4689.0
397.1,-22.02,-26.7,-45.093,0.787,4693.7
396.9,-22.06,-26.8,-45.193,0.789,4698.3
396.6,-22.1,-26.8,-45.393,0.792,4703.0
396.4,-22.13,-26.8,-45.6,-0.0,4707.6
396.1,-22.17,-26.8,-45.8,-0.0,4712.3
395.9,-22.2,-26.8,-46.0,-0.0,4716.9
395.6,-22.24,-26.9,-46.2,-0.0,4721.6
395.4,-22.27,-26.9,-46.4,-0.0,4726.2
395.1,-22.3,-26.9,-46.6,-0.0,4730.9
394.9,-22.32,-26.9,-46.8,-0.0,4735.6
394.6,-22.35,-26.9,-47.0,-0.0,4740.2
394.4,-22.37,-26.9,-47.2,-0.0,4744.9
394.1,-22.4,-26.9,-47.4,-0.0,4749.5
393.9,-22.43,-27.0,-47.6,-0.0,4754.2
393.6,-22.45,-27.0,-47.7,-0.0,4758.8
393.4,-22.48,-27.0,-47.9,-0.0,4763.5
393.1,-22.51,-27.0,-48.1,-0.0,4768.1
392.9,-22.53,-27.0,-48.3,-0.0,4772.8
392.6,-22.56,-27.0,-48.5,-0.0,4777.4
392.4,-22.59,-27.1,-48.7,-0.0,4782.1
392.1,-22.61,-27.1,-48.9,-0.0,4786.7
391.9,-22.64,-27.1,-49.1,-0.0,4791.4
391.6,-22.67,-27.1,-49.2,-0.0,4796.1
391.4,-22.67,-27.1,-49.2,-0.0,4800.7
391.1,-22.67,-27.1,-49.2,-0.0,4805.4
390.9,-22.66,-27.1,-49.2,-0.0,4810.0
390.7,-22.65,-27.1,-49.2,-0.0,4814.7
390.4,-22.64,-27.1,-49.2,-0.0,4819.3
390.2,-22.63,-27.1,-49.1,-0.0,4824.0
390.0,-22.63,-27.1,-49.1,-0.0,4828.6
389.7,-22.62,-27.1,-49.1,-0.0,4832.3
389.5,-22.61,-27.1,-49.1,-0.0,4836.0
389.3,-22.6,-27.1,-49.1,-0.0,4839.7
389.1,-22.6,-27.0,-49.1,-0.0,4843.4
388.9,-22.59,-27.0,-49.0,-0.0,4847.1
388.7,-22.58,-27.0,-49.0,-0.0,4850.8
388.5,-22.57,-27.1,-49.0,-0.0,4854.5
388.3,-22.56,-27.1,-49.0,-0.0,4858.2
388.1,-22.56,-27.1,-49.0,-0.0,4861.9
387.9,-22.58,-27.1,-49.0,-0.0,4865.6
387.7,-22.6,-27.2,-49.0,-0.0,4869.3
387.6,-22.63,-27.2,-48.9,-0.0,4873.0
387.4,-22.65,-27.3,-48.9,-0.0,4876.7
387.2,-22.68,-27.3,-48.9,-0.0,4880.4
387.0,-22.7,-27.4,-48.9,-0.0,4884.1
386.8,-22.73,-27.4,-48.9,-0.0,4887.8
386.6,-22.76,-27.5,-49.0,-0.0,4891.5
386.4,-22.78,-27.5,-49.0,-0.0,4895.2
386.2,-22.81,-27.6,-49.0,-0.0,4898.9
386.0,-22.83,-27.6,-49.0,-0.0,4902.6
385.8,-22.86,-27.7,-49.0,-0.0,4906.4
385.6,-22.88,-27.7,-49.0,-0.0,4910.1
385.4,-22.91,-27.8,-49.0,-0.0,4913.8
385.2,-22.93,-27.8,-49.0,-0.0,4917.5
385.0,-22.96,-27.9,-49.0,-0.0,4921.2
384.8,-22.98,-27.9,-49.0,-0.0,4924.9
384.6,-23.01,-28.0,-49.1,-0.0,4928.6
384.5,-23.03,-28.0,-49.1,-0.0,4932.3
384.3,-23.05,-28.0,-49.1,-0.0,4936.0
384.1,-23.08,-28.1,-49.1,-0.0,4939.7
383.9,-23.1,-28.1,-49.1,-0.0,4942.5
383.8,-23.13,-28.2,-49.093,0.857,4945.2
383.6,-23.15,-28.2,-49.093,0.857,4947.8
383.5,-23.18,-28.3,-49.193,0.859,4950.5
383.3,-23.2,-28.3,-49.193,0.859,4953.1
383.2,-23.23,-28.4,-49.292,0.86,4955.8
383.1,-23.25,-28.4,-49.392,0.862,4958.4
382.9,-23.27,-28.4,-49.392,0.862,4961.0
382.8,-23.3,-28.5,-49.492,0.864,4963.7
382.7,-23.32,-28.5,-49.492,0.864,4966.3
382.5,-23.35,-28.6,-49.592,0.866,4969.0
382.4,-23.38,-28.6,-49.692,0.867,4971.6
382.2,-23.42,-28.7,-49.692,0.867,4974.3
382.1,-23.46,-28.8,-49.792,0.869,4976.9
382.0,-23.49,-28.9,-49.792,0.869,4979.5
381.8,-23.53,-29.0,-49.892,0.871,4982.2
381.7,-23.56,-29.1,-49.992,0.873,4984.8
381.6,-23.6,-29.2,-49.992,0.873,4987.5
381.4,-23.63,-29.3,-50.092,0.874,4990.1
381.3,-23.67,-29.4,-50.092,0.874,4992.8
381.1,-23.7,-29.5,-50.192,0.876,4995.4
381.0,-23.74,-29.6,-50.292,0.878,4998.0
380.9,-23.77,-29.7,-50.292,0.878,5000.7
380.7,-23.81,-29.8,-50.392,0.88,5003.3
380.6,-23.84,-29.9,-50.592,0.883,5006.0
380.5,-23.88,-30.0,-50.692,0.885,5008.6
380.3,-23.92,-30.1,-50.892,0.888,5011.3
380.2,-23.96,-30.2,-50.992,0.89,5013.9
380.1,-24.01,-30.3,-51.192,0.894,5016.5
380.0,-24.05,-30.5,-51.292,0.895,5019.2
379.8,-24.1,-30.7,-51.392,0.897,5021.1
379.7,-24.15,-30.8,-51.592,0.901,5023.0
379.6,-24.19,-31.0,-51.692,0.902,5024.9
379.5,-24.24,-31.2,-51.892,0.906,5026.8
379.4,-24.28,-31.4,-51.992,0.908,5028.6
379.3,-24.33,-31.6,-52.192,0.911,5030.5
379.2,-24.38,-31.8,-52.292,0.913,5032.4
379.1,-24.42,-32.1,-52.392,0.915,5034.3
379.0,-24.47,-32.3,-52.592,0.918,5036.1
378.9,-24.51,-32.5,-52.692,0.92,5038.0
378.8,-24.56,-32.7,-52.892,0.923,5039.9
378.7,-24.61,-32.9,-52.992,0.925,5041.8
378.6,-24.65,-33.1,-53.2,-0.0,5043.6
378.5,-24.68,-33.3,-53.3,-0.0,5045.5
378.4,-24.7,-33.5,-53.4,-0.0,5047.4
378.3,-24.72,-33.7,-53.492,0.934,5049.3
378.2,-24.74,-33.9,-53.592,0.935,5051.1
378.1,-24.76,-34.1,-53.592,0.935,5053.0
378.0,-24.8,-34.3,-53.792,0.939,5056.8
377.9,-24.82,-34.4,-53.892,0.941,5058.6
377.8,-24.84,-34.5,-53.992,0.942,5060.5
377.7,-24.87,-34.5,-53.992,0.942,5062.4
377.6,-24.89,-34.6,-54.092,0.944,5064.3
377.5,-24.91,-34.7,-54.192,0.946,5066.1
377.4,-24.93,-34.8,-54.292,0.948,5068.0
377.3,-24.95,-34.9,-54.392,0.949,5069.9
377.2,-24.97,-35.0,-54.392,0.949,5071.8
377.1,-24.99,-35.1,-54.492,0.951,5073.6
377.0,-25.0,-35.2,-54.592,0.953,5075.5
376.9,-25.01,-35.3,-54.692,0.955,5076.9
376.8,-25.03,-35.3,-54.792,0.956,5078.1
376.7,-25.05,-35.5,-54.892,0.958,5080.6
376.6,-25.07,-35.7,-54.992,0.96,5083.0
376.5,-25.08,-35.8,-55.092,0.962,5084.3
376.4,-25.1,-35.9,-55.192,0.963,5086.7
376.3,-25.11,-36.0,-55.292,0.965,5088.0
376.2,-25.13,-36.2,-55.392,0.967,5090.4
376.1,-25.14,-36.2,-55.492,0.969,5091.7
376.0,-25.16,-36.4,-55.592,0.97,5094.1
375.9,-25.18,-36.6,-55.692,0.972,5096.6
375.8,-25.19,-36.7,-55.792,0.974,5097.8
375.7,-25.21,-36.8,-55.891,0.976,5100.3
375.6,-25.22,-36.9,-55.991,0.977,5101.5
375.5,-25.23,-37.1,-56.091,0.979,5104.0
375.4,-25.24,-37.2,-56.191,0.981,5105.2
375.3,-25.26,-37.4,-56.291,0.983,5107.7
375.2,-25.28,-37.7,-56.3,-0.0,5110.2
375.1,-25.3,-37.9,-56.4,-0.0,5112.6
375.0,-25.31,-38.2,-56.5,-0.0,5113.3
374.9,-25.33,-39.1,-56.7,-0.0,5114.9
374.8,-25.34,-40.2,-56.891,-0.993,5116.8
374.7,-25.26,-41.4,-56.865,-1.986,5118.9
374.6,-23.35,-43.9,-56.588,-5.948,5121.8
374.5,-23.36,-43.9,-56.588,-5.948,5123.2
374.4,-23.37,-43.9,-56.688,-5.958,5126.2
374.3,-23.37,-43.9,-56.688,-5.958,5127.7
374.2,-23.38,-43.9,-56.688,-5.958,5129.2
374.1,-23.39,-43.9,-56.787,-5.969,5132.1
374.0,-23.4,-43.9,-56.787,-5.969,5133.6
373.9,-23.4,-43.9,-56.787,-5.969,5135.1
373.8,-23.41,-43.9,-56.887,-5.979,5138.1
373.7,-23.42,-43.9,-56.887,-5.979,5139.6
373.6,-23.43,-43.9,-56.887,-5.979,5141.0
373.5,-23.43,-43.9,-56.986,-5.989,5142.5
373.4,-23.44,-43.9,-56.986,-5.989,5144.5
373.3,-23.45,-43.9,-56.986,-5.989,5146.7
373.2,-23.46,-43.9,-56.986,-5.989,5148.8
373.1,-23.47,-43.9,-57.086,-6.0,5151.0
373.0,-23.48,-43.9,-57.086,-6.0,5153.1
372.9,-23.49,-43.9,-57.086,-6.0,5155.2
372.8,-23.5,-43.9,-57.086,-6.0,5157.4
372.7,-23.51,-43.9,-57.185,-6.01,5159.5
372.6,-23.52,-43.9,-57.071,-7.007,5161.6
372.5,-23.53,-43.9,-57.071,-7.007,5163.8
372.4,-23.54,-44.0,-57.071,-7.007,5165.9
372.2,-23.55,-44.0,-57.071,-7.007,5168.0
372.1,-23.56,-44.0,-57.071,-7.007,5170.2
372.0,-23.57,-44.0,-57.071,-7.007,5172.3
371.9,-23.58,-44.0,-57.071,-7.007,5174.5
371.8,-23.59,-44.0,-57.071,-7.007,5176.6
371.7,-23.6,-44.0,-57.071,-7.007,5178.7
371.6,-23.61,-44.0,-57.071,-7.007,5180.9
371.5,-23.62,-44.1,-57.071,-7.007,5183.0
371.4,-23.64,-44.1,-56.972,-6.995,5185.1
371.3,-23.65,-44.1,-56.972,-6.995,5187.3
371.2,-23.66,-44.1,-56.972,-6.995,5189.4
371.1,-23.67,-44.1,-56.972,-6.995,5191.6
370.9,-23.69,-44.1,-56.972,-6.995,5193.7
370.8,-23.7,-44.1,-56.972,-6.995,5195.8
370.7,-23.71,-44.2,-56.972,-6.995,5198.0
370.6,-23.73,-44.2,-56.972,-6.995,5200.1
370.5,-23.74,-44.2,-56.972,-6.995,5202.2
370.4,-23.75,-44.2,-56.972,-6.995,5204.4
370.3,-23.76,-44.2,-56.972,-6.995,5206.5
370.1,-23.78,-44.3,-56.742,-7.975,5209.2
370.0,-23.79,-44.3,-56.841,-7.989,5211.9
369.9,-23.81,-44.3,-56.972,-6.995,5214.6
369.7,-23.84,-44.3,-56.972,-6.995,5217.4
369.6,-23.87,-44.4,-56.972,-6.995,5220.1
369.5,-23.9,-44.4,-56.972,-6.995,5222.8
369.3,-23.93,-44.4,-56.972,-6.995,5225.5
369.2,-23.95,-44.5,-56.972,-6.995,5228.2
369.1,-23.98,-44.5,-57.071,-7.007,5230.9
368.9,-24.01,-44.5,-57.071,-7.007,5233.6
368.8,-24.04,-44.6,-57.071,-7.007,5236.4
368.7,-24.07,-44.6,-57.071,-7.007,5239.1
368.5,-24.09,-44.6,-57.071,-7.007,5241.8
368.4,-24.12,-44.7,-57.071,-7.007,5244.5
368.2,-24.15,-44.7,-57.071,-7.007,5247.2
368.1,-24.18,-44.7,-57.071,-7.007,5249.9
368.0,-24.21,-44.7,-57.171,-7.02,5252.7
367.8,-24.24,-44.7,-57.171,-7.02,5255.4
367.7,-24.26,-44.8,-57.171,-7.02,5258.1
367.6,-24.28,-44.8,-57.171,-7.02,5260.8
367.4,-24.31,-44.8,-57.171,-7.02,5263.5
367.3,-24.33,-44.8,-57.171,-7.02,5266.2
367.1,-24.36,-44.8,-57.171,-7.02,5268.9
367.0,-24.38,-44.8,-57.171,-7.02,5271.7
366.9,-24.41,-44.9,-57.171,-7.02,5274.4
366.7,-24.43,-44.9,-57.171,-7.02,5277.1
366.6,-24.46,-44.9,-57.171,-7.02,5279.8
366.5,-24.48,-44.9,-57.171,-7.02,5282.5
366.3,-24.51,-44.9,-57.171,-7.02,5285.2
366.2,-24.53,-45.0,-57.171,-7.02,5288.0
366.0,-24.56,-45.0,-57.171,-7.02,5290.8
365.9,-24.58,-45.0,-57.171,-7.02,5293.8
365.7,-24.61,-45.0,-57.071,-7.007,5296.9
365.6,-24.64,-45.0,-57.071,-7.007,5299.9
365.4,-24.66,-45.0,-57.071,-7.007,5302.9
365.3,-24.69,-45.0,-57.071,-7.007,5306.0
365.1,-24.72,-45.1,-57.071,-7.007,5309.0
365.0,-24.75,-45.1,-57.071,-7.007,5312.1
364.8,-24.78,-45.1,-57.071,-7.007,5315.1
364.7,-24.81,-45.1,-57.071,-7.007,5318.2
364.5,-24.84,-45.1,-57.071,-7.007,5321.2
364.4,-24.87,-45.1,-57.071,-7.007,5324.2
364.2,-24.89,-45.2,-56.94,-8.002,5327.3
364.1,-24.92,-45.2,-56.94,-8.002,5330.3
363.9,-24.95,-45.2,-56.94,-8.002,5333.4
363.8,-24.98,-45.2,-56.94,-8.002,5336.4
363.6,-25.01,-45.2,-56.94,-8.002,5339.5
363.5,-25.04,-45.3,-56.94,-8.002,5342.5
363.3,-25.07,-45.3,-56.94,-8.002,5345.5
363.2,-25.1,-45.3,-56.94,-8.002,5348.6
363.0,-25.12,-45.3,-56.94,-8.002,5351.6
362.9,-25.15,-45.3,-56.94,-8.002,5354.7
362.7,-25.18,-45.3,-56.94,-8.002,5357.7
362.6,-25.21,-45.3,-56.94,-8.002,5360.8
362.4,-25.24,-45.3,-56.94,-8.002,5363.8
362.2,-25.27,-45.4,-56.94,-8.002,5366.8
362.1,-25.3,-45.4,-56.94,-8.002,5369.9
361.9,-25.33,-45.4,-56.94,-8.002,5372.9
361.8,-25.35,-45.4,-56.94,-8.002,5376.0
361.6,-25.38,-45.4,-56.94,-8.002,5379.0
361.5,-25.41,-45.4,-56.94,-8.002,5382.3
361.3,-25.44,-45.4,-56.94,-8.002,5385.7
361.1,-25.47,-45.4,-56.94,-8.002,5389.1
361.0,-25.5,-45.5,-56.94,-8.002,5392.5
360.8,-25.53,-45.5,-56.841,-7.989,5395.9
360.6,-25.56,-45.5,-56.841,-7.989,5399.3
360.5,-25.59,-45.5,-56.841,-7.989,5402.6
360.3,-25.63,-45.5,-56.841,-7.989,5406.0
360.1,-25.66,-45.5,-56.841,-7.989,5409.4
360.0,-25.7,-45.6,-56.841,-7.989,5412.8
359.8,-25.73,-45.6,-56.841,-7.989,5416.2
359.6,-25.77,-45.6,-56.742,-7.975,5419.6
359.5,-25.81,-45.6,-56.742,-7.975,5423.0
359.3,-25.84,-45.6,-56.742,-7.975,5426.3
359.1,-25.88,-45.6,-56.742,-7.975,5429.7
359.0,-25.91,-45.7,-56.742,-7.975,5433.1
358.8,-25.95,-45.7,-56.742,-7.975,5436.5
358.6,-25.98,-45.7,-56.643,-7.961,5439.9
358.5,-26.02,-45.7,-56.643,-7.961,5443.3
358.3,-26.05,-45.7,-56.643,-7.961,5446.7
358.1,-26.09,-45.8,-56.643,-7.961,5450.0
358.0,-26.12,-45.8,-56.643,-7.961,5453.4
357.8,-26.15,-45.8,-56.643,-7.961,5456.8
357.6,-26.18,-45.8,-56.544,-7.947,5460.2
357.5,-26.22,-45.8,-56.544,-7.947,5463.6
357.3,-26.25,-45.8,-56.544,-7.947,5467.0
357.1,-26.28,-45.8,-56.397,-8.932,5470.4
357.0,-26.31,-45.9,-56.397,-8.932,5473.8
356.8,-26.34,-45.9,-56.298,-8.917,5477.1
356.6,-26.37,-45.9,-56.298,-8.917,5480.5
356.4,-26.4,-45.9,-56.298,-8.917,5484.1
356.2,-26.43,-45.9,-56.298,-8.917,5487.8
356.1,-26.46,-45.9,-56.199,-8.901,5491.5
355.9,-26.49,-45.9,-56.199,-8.901,5495.1
355.7,-26.52,-45.9,-56.199,-8.901,5498.8
355.5,-26.56,-46.0,-56.199,-8.901,5502.4
355.4,-26.59,-46.0,-56.199,-8.901,5506.1
355.2,-26.62,-46.0,-56.101,-8.885,5509.8
355.0,-26.65,-46.0,-56.101,-8.885,5513.4
354.8,-26.68,-46.0,-56.101,-8.885,5517.1
354.6,-26.72,-46.0,-56.101,-8.885,5520.7
354.5,-26.75,-46.0,-56.002,-8.87,5524.4
354.3,-26.79,-46.1,-56.002,-8.87,5528.1
354.1,-26.82,-46.1,-56.002,-8.87,5531.7
353.9,-26.85,-46.1,-56.101,-8.885,5535.4
353.7,-26.89,-46.1,-56.101,-8.885,5539.1
353.6,-26.92,-46.1,-56.199,-8.901,5542.7
353.4,-26.96,-46.1,-56.199,-8.901,5546.4
353.2,-26.99,-46.2,-56.298,-8.917,5550.0
353.0,-27.02,-46.2,-56.298,-8.917,5553.7
352.8,-27.06,-46.2,-56.397,-8.932,5557.4
352.7,-27.09,-46.2,-56.496,-8.948,5561.0
352.5,-27.13,-46.2,-56.643,-7.961,5564.7
352.3,-27.16,-46.2,-56.742,-7.975,5568.4
352.1,-27.19,-46.3,-56.742,-7.975,5572.0
352.0,-27.22,-46.3,-56.841,-7.989,5575.7
351.8,-27.25,-46.3,-56.841,-7.989,5579.3
351.6,-27.28,-46.3,-56.94,-8.002,5583.0
351.4,-27.31,-46.3,-56.94,-8.002,5586.7
351.2,-27.34,-46.3,-57.039,-8.016,5590.3
351.0,-27.37,-46.3,-57.138,-8.03,5594.1
350.9,-27.4,-46.4,-57.138,-8.03,5597.9
350.7,-27.43,-46.4,-57.369,-7.044,5601.8
350.5,-27.46,-46.4,-57.369,-7.044,5605.6
350.3,-27.49,-46.4,-57.468,-7.056,5609.5
350.1,-27.52,-46.4,-57.369,-7.044,5613.3
349.9,-27.55,-46.4,-57.369,-7.044,5617.2
349.7,-27.58,-46.5,-57.369,-7.044,5621.0
349.6,-27.61,-46.5,-57.369,-7.044,5624.9
349.4,-27.64,-46.5,-57.369,-7.044,5628.7
349.2,-27.68,-46.5,-57.369,-7.044,5632.6
349.0,-27.71,-46.5,-57.369,-7.044,5636.4
348.8,-27.74,-46.5,-57.27,-7.032,5640.3
348.6,-27.78,-46.6,-57.27,-7.032,5644.2
348.4,-27.81,-46.6,-57.27,-7.032,5648.0
348.3,-27.84,-46.6,-57.27,-7.032,5651.9
348.1,-27.87,-46.6,-57.27,-7.032,5655.7
347.9,-27.91,-46.6,-57.27,-7.032,5659.6
347.7,-27.94,-46.6,-57.27,-7.032,5663.4
347.5,-27.97,-46.7,-57.171,-7.02,5667.3
347.3,-28.01,-46.7,-57.171,-7.02,5671.1
347.1,-28.04,-46.7,-57.171,-7.02,5675.0
346.9,-28.07,-46.7,-57.171,-7.02,5678.8
346.8,-28.1,-46.7,-57.171,-7.02,5682.7
346.6,-28.14,-46.7,-57.171,-7.02,5686.5
346.4,-28.17,-46.8,-57.171,-7.02,5690.4
346.2,-28.2,-46.8,-57.171,-7.02,5694.3
346.0,-28.24,-46.8,-57.071,-7.007,5698.1
345.8,-28.27,-46.8,-57.071,-7.007,5702.0
345.6,-28.3,-46.8,-57.071,-7.007,5705.8
345.5,-28.33,-46.8,-57.071,-7.007,5709.7
345.3,-28.37,-46.9,-57.071,-7.007,5713.6
345.1,-28.4,-46.9,-57.071,-7.007,5717.6
344.9,-28.43,-46.9,-57.071,-7.007,5721.7
344.7,-28.46,-46.9,-57.071,-7.007,5725.7
344.5,-28.5,-46.9,-57.071,-7.007,5729.7
344.3,-28.53,-46.9,-56.972,-6.995,5733.7
344.1,-28.56,-47.0,-56.972,-6.995,5737.7
343.9,-28.59,-47.0,-56.972,-6.995,5741.7
343.7,-28.63,-47.0,-56.972,-6.995,5745.7
343.5,-28.66,-47.0,-57.086,-6.0,5749.7
343.4,-28.69,-47.0,-57.086,-6.0,5753.7
343.2,-28.73,-47.1,-57.086,-6.0,5757.7
343.0,-28.78,-47.1,-57.086,-6.0,5761.7
342.8,-28.82,-47.1,-57.086,-6.0,5765.7
342.6,-28.87,-47.1,-57.086,-6.0,5769.7
342.4,-28.92,-47.2,-57.086,-6.0,5773.7
342.2,-28.96,-47.2,-57.086,-6.0,5777.7
342.0,-29.01,-47.2,-57.086,-6.0,5781.7
341.8,-29.06,-47.3,-57.185,-6.01,5785.7
341.6,-29.1,-47.3,-57.185,-6.01,5789.7
341.4,-29.15,-47.3,-57.185,-6.01,5793.7
341.2,-29.19,-47.3,-57.185,-6.01,5797.7
341.1,-29.24,-47.4,-57.284,-6.021,5801.7
340.9,-29.29,-47.4,-57.284,-6.021,5805.7
340.7,-29.33,-47.4,-57.284,-6.021,5809.7
340.5,-29.38,-47.5,-57.284,-6.021,5813.7
340.3,-29.43,-47.5,-57.384,-6.031,5817.7
340.1,-29.47,-47.5,-57.384,-6.031,5821.7
339.9,-29.52,-47.5,-57.384,-6.031,5825.7
339.7,-29.56,-47.6,-57.384,-6.031,5829.7
339.5,-29.61,-47.6,-57.483,-6.042,5834.0
339.3,-29.66,-47.6,-57.483,-6.042,5838.2
339.1,-29.7,-47.7,-57.483,-6.042,5842.5
338.9,-29.75,-47.7,-57.483,-6.042,5846.7
338.7,-29.79,-47.7,-57.483,-6.042,5851.0
338.5,-29.84,-47.7,-57.583,-6.052,5855.2
338.3,-29.88,-47.8,-57.583,-6.052,5859.5
338.1,-29.93,-47.8,-57.682,-6.063,5863.7
337.9,-29.97,-47.8,-57.782,-6.073,5868.0
337.7,-30.02,-47.8,-57.782,-6.073,5872.2
337.5,-30.07,-47.9,-57.881,-6.084,5876.5
337.3,-30.11,-47.9,-57.881,-6.084,5880.7
337.1,-30.16,-48.0,-57.981,-6.094,5885.0
336.9,-30.2,-48.0,-57.981,-6.094,5889.2
336.7,-30.22,-48.0,-58.08,-6.104,5893.5
336.5,-30.24,-48.0,-58.08,-6.104,5897.7
336.3,-30.26,-48.0,-58.18,-6.115,5902.0
336.1,-30.28,-48.0,-58.277,-5.099,5906.2
335.9,-30.3,-48.1,-58.377,-5.107,5910.5
335.7,-30.32,-48.1,-58.377,-5.107,5914.7
335.5,-30.34,-48.1,-58.477,-5.116,5919.0
335.3,-30.36,-48.1,-58.477,-5.116,5923.2
335.1,-30.38,-48.1,-58.576,-5.125,5927.5
334.9,-30.4,-48.1,-58.676,-5.133,5931.7
334.7,-30.43,-48.2,-58.676,-5.133,5936.0
334.5,-30.45,-48.2,-58.676,-5.133,5940.2
334.3,-30.47,-48.2,-58.676,-5.133,5944.5
334.1,-30.49,-48.2,-58.676,-5.133,5948.7
333.9,-30.51,-48.2,-58.676,-5.133,5953.0
333.7,-30.53,-48.2,-58.576,-5.125,5957.2
333.5,-30.56,-48.3,-58.576,-5.125,5961.5
333.3,-30.6,-48.3,-58.576,-5.125,5965.8
333.1,-30.63,-48.4,-58.576,-5.125,5970.0
332.9,-30.67,-48.4,-58.576,-5.125,5974.3
332.7,-30.7,-48.4,-58.576,-5.125,5978.6
332.5,-30.74,-48.5,-58.477,-5.116,5982.8
332.3,-30.77,-48.5,-58.477,-5.116,5987.1
332.1,-30.81,-48.5,-58.477,-5.116,5991.4
331.9,-30.84,-48.6,-58.477,-5.116,5995.6
331.7,-30.88,-48.6,-58.477,-5.116,5999.9
331.5,-30.91,-48.7,-58.477,-5.116,6004.2
331.3,-30.95,-48.7,-58.477,-5.116,6008.4
331.1,-30.98,-48.7,-58.377,-5.107,6012.7
330.9,-31.02,-48.8,-58.377,-5.107,6017.0
330.7,-31.05,-48.8,-58.377,-5.107,6021.2
330.5,-31.09,-48.9,-58.377,-5.107,6025.5
330.3,-31.13,-48.9,-58.377,-5.107,6029.7
330.1,-31.17,-48.9,-58.377,-5.107,6034.0
329.9,-31.21,-49.0,-58.277,-5.099,6038.3
329.7,-31.25,-49.0,-58.277,-5.099,6042.5
329.5,-31.29,-49.1,-58.277,-5.099,6046.8
329.3,-31.33,-49.1,-58.277,-5.099,6051.1
329.1,-31.37,-49.1,-58.277,-5.099,6055.3
328.9,-31.41,-49.2,-58.277,-5.099,6059.6
328.7,-31.45,-49.2,-58.277,-5.099,6063.9
328.5,-31.49,-49.3,-58.277,-5.099,6068.1
328.3,-31.53,-49.3,-58.178,-5.09,6072.4
328.1,-31.57,-49.3,-58.178,-5.09,6076.7
328.0,-31.61,-49.4,-58.08,-6.104,6080.9
327.8,-31.65,-49.4,-58.08,-6.104,6085.2
327.6,-31.69,-49.4,-58.08,-6.104,6089.3
327.4,-31.73,-49.5,-58.08,-6.104,6093.4
327.2,-31.77,-49.5,-58.08,-6.104,6097.5
327.0,-31.8,-49.6,-57.981,-6.094,6101.6
326.8,-31.83,-49.6,-57.981,-6.094,6105.7
326.6,-31.86,-49.6,-57.981,-6.094,6109.8
326.4,-31.89,-49.6,-57.981,-6.094,6113.9
326.2,-31.93,-49.7,-57.981,-6.094,6117.9
326.0,-31.96,-49.7,-57.981,-6.094,6122.0
325.9,-31.99,-49.7,-57.981,-6.094,6126.1
325.7,-32.02,-49.8,-57.981,-6.094,6130.2
325.5,-32.06,-49.8,-58.078,-5.081,6134.3
325.3,-32.09,-49.8,-58.078,-5.081,6138.4
325.1,-32.12,-49.9,-58.078,-5.081,6142.5
324.9,-32.15,-49.9,-57.979,-5.072,6146.6
324.7,-32.18,-49.9,-57.979,-5.072,6150.6
324.5,-32.22,-49.9,-57.979,-5.072,6154.7
324.4,-32.25,-50.0,-57.979,-5.072,6158.8
324.2,-32.28,-50.0,-57.979,-5.072,6162.9
324.0,-32.31,-50.0,-57.979,-5.072,6167.0
323.8,-32.34,-50.1,-57.979,-5.072,6171.1
323.6,-32.38,-50.1,-57.979,-5.072,6175.2
323.4,-32.41,-50.1,-57.979,-5.072,6179.3
